10:14:45,42.0
10:14:48,38.0
10:14:51,38.0
10:14:54,38.0
10:15:2,38.0
10:15:5,38.0
10:15:11,38.0
10:15:14,38.0
10:15:17,38.0
10:15:20,38.0
10:15:23,38.0
10:15:26,38.0
10:15:29,38.0
10:15:32,38.0
10:15:35,38.0
10:15:38,38.0
10:15:44,38.0
10:15:47,38.0
10:15:55,38.0
10:16:1,38.0
10:16:4,38.0
10:16:7,38.0
10:16:10,38.0
10:16:13,38.0
10:16:16,38.0
10:16:19,38.0
10:16:22,38.0
10:16:25,38.0
10:16:28,38.0
10:16:31,38.0
10:16:37,38.0
10:16:40,38.0
10:16:43,38.0
10:16:46,38.0
10:16:49,37.0
10:16:52,37.0
10:16:55,37.0
10:16:58,37.0
10:17:1,37.0
10:17:15,37.0
10:17:18,37.0
10:17:21,37.0
10:17:42,38.0
10:17:45,38.0
10:17:48,38.0
10:18:1,38.0
10:18:15,38.0
10:18:18,37.0
10:18:24,37.0
10:18:27,37.0
10:18:32,37.0
10:18:43,37.0
10:18:46,37.0
10:18:49,37.0
10:18:52,38.0
10:18:55,37.0
10:18:58,37.0
10:19:1,37.0
10:19:4,37.0
10:19:7,37.0
10:19:10,37.0
10:19:13,37.0
10:19:17,37.0
10:19:20,37.0
10:19:23,37.0
10:19:26,37.0
10:19:29,37.0
10:19:32,37.0
10:19:35,37.0
10:19:38,37.0
10:19:41,37.0
10:19:44,37.0
10:19:47,37.0
10:19:50,37.0
10:20:11,37.0
10:20:14,37.0
10:20:17,37.0
10:20:20,37.0
10:20:23,37.0
10:20:26,37.0
10:20:29,37.0
10:20:32,37.0
10:20:35,37.0
10:20:38,37.0
10:20:44,37.0
10:21:7,37.0
10:21:10,37.0
10:21:18,37.0
10:21:22,37.0
10:21:25,37.0
10:21:30,37.0
10:21:33,37.0
10:21:36,37.0
10:21:39,37.0
10:21:53,37.0
10:21:56,37.0
10:21:59,37.0
10:22:2,37.0
10:22:5,37.0
10:22:8,37.0
10:22:11,37.0
10:39:11,38.0
10:39:30,37.0
10:39:33,37.0
10:39:36,37.0
10:39:40,37.0
10:39:43,37.0
10:39:46,37.0
10:39:49,42.0
10:40:4,95.0
10:40:7,95.0
10:40:13,95.0
10:40:16,66.0
10:40:24,49.0
10:40:27,48.0
10:40:30,47.0
10:40:33,46.0
10:40:36,46.0
10:40:39,44.0
10:40:43,43.0
10:40:46,43.0
10:40:49,43.0
10:40:52,42.0
10:40:55,42.0
